src,dst
8493044168,875668688
875668688,8493044168
875668688,1634435396
1634435396,875668688
1634435396,1634435397
1634435397,1634435396
1634435397,3450326133
3450326133,1634435397
3450326133,26343912
26343912,3450326133
26343912,3250129363
3250129363,26343912
3250129363,1407529969
1407529969,3250129363
1407529969,26343913
26343913,1407529969
26343913,1407529961
1407529961,26343913
1407529961,3450326135
3450326135,1407529961
3450326135,4794847239
4794847239,3450326135
4794847239,26343914
26343914,4794847239
26343914,26343915
26343915,26343914
26343915,1109632177
1109632177,26343915
1109632177,1109632153
1109632153,1109632177
1109632153,8792687918
8792687918,1109632153
8792687918,1109632154
1109632154,8792687918
1568140267,109997776
109997776,1568140267
411515097,1974986364
1974986364,411515097
1974986364,568378937
568378937,1974986364
568378937,1602450224
1602450224,568378937
1025178713,7925772051
7925772051,1025178713
7925772051,3250033515
3250033515,7925772051
1025178713,7925772053
7925772053,1025178713
7925772053,7925772054
7925772054,7925772053
7925772054,1594467533
1594467533,7925772054
1594467533,7925772055
7925772055,1594467533
7925772055,1568140402
1568140402,7925772055
1568140402,1594467034
1594467034,1568140402
5073225520,1570682117
1570682117,5073225520
1570682117,1570682109
1570682109,1570682117
1570682112,5018134764
5018134764,1570682112
315741501,315741632
315741632,315741501
315741632,3056350312
3056350312,315741632
3056350312,17421081
17421081,3056350312
249092047,6260943444
6260943444,249092047
6260943444,4944906599
4944906599,6260943444
4944906599,251009428
251009428,4944906599
251009428,5358656521
5358656521,251009428
5358656521,124054767
124054767,5358656521
124054767,2498590095
2498590095,124054767
2498590095,318187137
318187137,2498590095
318187137,5358656522
5358656522,318187137
5358656522,5358656540
5358656540,5358656522
5358656540,1588161107
1588161107,5358656540
17421081,315742125
315742125,17421081
315742125,1163648883
1163648883,315742125
1163648883,33824884
33824884,1163648883
33824884,5221774413
5221774413,33824884
5221774413,315742165
315742165,5221774413
315742165,315788683
315788683,315742165
315788683,315742470
315742470,315788683
315742470,6348562142
6348562142,315742470
6348562142,469983442
469983442,6348562142
469983442,144296222
144296222,469983442
144296222,5246802972
5246802972,144296222
5246802972,1588370817
1588370817,5246802972
1588370817,1728433556
1728433556,1588370817
1588250242,5295638021
5295638021,1588250242
5295638021,5279692902
5279692902,5295638021
5279692902,5279692901
5279692901,5279692902
5279692901,5279692900
5279692900,5279692901
1588250261,1588250255
1588250255,1588250261
1588250255,1588250249
1588250249,1588250255
1588250249,1407529959
1407529959,1588250249
1407529959,684706694
684706694,1407529959
365255209,1588250235
1588250235,365255209
1588250235,3450434995
3450434995,1588250235
3450434995,893316098
893316098,3450434995
893316098,1588250264
1588250264,893316098
1588250264,893295491
893295491,1588250264
893295491,6731533009
6731533009,893295491
6731533009,3450434999
3450434999,6731533009
3450434999,6731533005
6731533005,3450434999
6731533005,1588250243
1588250243,6731533005
1588250243,893281578
893281578,1588250243
995023970,1588364180
1588364180,995023970
1588364180,1588364182
1588364182,1588364180
1588364182,1588364179
1588364179,1588364182
1588364179,3056363838
3056363838,1588364179
3056363838,6348562156
6348562156,3056363838
6348562156,315801320
315801320,6348562156
315801320,7804734121
7804734121,315801320
7804734121,2463184340
2463184340,7804734121
2463184340,1588364181
1588364181,2463184340
1588364181,17421762
17421762,1588364181
17421762,17421761
17421761,17421762
17421761,17421759
17421759,17421761
17421759,469971172
469971172,17421759
469971172,17421753
17421753,469971172
26343876,995023903
995023903,26343876
17421759,2521153502
2521153502,17421759
2521153502,17421311
17421311,2521153502
310384698,1651562035
1651562035,310384698
1651562035,1651562027
1651562027,1651562035
1651562027,310384699
310384699,1651562027
310384699,2657415355
2657415355,310384699
26343991,26363668
26363668,26343991
26363668,866645139
866645139,26363668
26363668,6148383264
6148383264,26363668
6148383264,26363616
26363616,6148383264
1593669081,1593669067
1593669067,1593669081
1593669067,1593669065
1593669065,1593669067
1593669065,1593669058
1593669058,1593669065
1593669058,5585097260
5585097260,1593669058
5585097260,1593669051
1593669051,5585097260
1593669051,1593669047
1593669047,1593669051
1593669047,1593669044
1593669044,1593669047
1593669044,5585097237
5585097237,1593669044
5585097237,1593669048
1593669048,5585097237
1679583571,5190288762
5190288762,1679583571
5190288762,902318890
902318890,5190288762
902318890,1593669040
1593669040,902318890
1593669040,5585097262
5585097262,1593669040
5585097262,5585097261
5585097261,5585097262
5585097261,866645148
866645148,5585097261
318177128,1977933207
1977933207,318177128
1977933207,318177127
318177127,1977933207
318177127,318176878
318176878,318177127
318176878,1594415691
1594415691,318176878
1594415691,1594415726
1594415726,1594415691
1594415726,7834514109
7834514109,1594415726
318782470,1594431110
1594431110,318782470
1594431110,1594431121
1594431121,1594431110
1594431121,1594431118
1594431118,1594431121
318782470,315803095
315803095,318782470
315803095,2508337925
2508337925,315803095
2508337925,2508337923
2508337923,2508337925
2508337923,2508337924
2508337924,2508337923
1594444212,1594444200
1594444200,1594444212
1594444200,183415524
183415524,1594444200
26343881,5229310448
5229310448,26343881
5229310448,1594455572
1594455572,5229310448
1594455572,6518508392
6518508392,1594455572
6518508392,1594455570
1594455570,6518508392
1594455570,1492562717
1492562717,1594455570
312715176,1163648876
1163648876,312715176
1163648876,1942971323
1942971323,1163648876
312715277,2311045815
2311045815,312715277
2311045815,2311045821
2311045821,2311045815
2311045821,1726450635
1726450635,2311045821
109997776,1798996881
1798996881,109997776
26343910,1594458854
1594458854,26343910
1594458854,1594458857
1594458857,1594458854
1594458857,1594458852
1594458852,1594458857
1594458852,26343908
26343908,1594458852
360912916,365255209
365255209,360912916
365255209,893321543
893321543,365255209
893321543,893316082
893316082,893321543
893316082,360901962
360901962,893316082
360901962,6561811804
6561811804,360901962
6561811804,1974990930
1974990930,6561811804
1974990930,1520717481
1520717481,1974990930
1520717481,6116497603
6116497603,1520717481
6116497603,360901965
360901965,6116497603
360901965,6561811795
6561811795,360901965
6561811795,893324704
893324704,6561811795
893324704,6571246084
6571246084,893324704
6571246084,1974993229
1974993229,6571246084
1974993229,1974993230
1974993230,1974993229
1974993230,411727428
411727428,1974993230
411727428,8954619339
8954619339,411727428
8954619339,411727572
411727572,8954619339
568378935,1474692010
1474692010,568378935
3250033510,1594476918
1594476918,3250033510
1594476918,1974997817
1974997817,1594476918
1974997817,1594476920
1594476920,1974997817
1594476920,1594476922
1594476922,1594476920
1594476922,1594476916
1594476916,1594476922
1594476916,3250033512
3250033512,1594476916
1407529989,1594482696
1594482696,1407529989
1594482696,1594482701
1594482701,1594482696
1594482701,1594482698
1594482698,1594482701
1594482698,893278923
893278923,1594482698
893278923,684706694
684706694,893278923
26343909,4580122484
4580122484,26343909
4580122484,1598912930
1598912930,4580122484
1598912930,1598912937
1598912937,1598912930
1598912937,26343910
26343910,1598912937
566687982,1598921838
1598921838,566687982
1598921838,1598921844
1598921844,1598921838
1598921844,1916687541
1916687541,1598921844
1916687541,411728066
411728066,1916687541
411728066,6331566896
6331566896,411728066
6331566896,893194988
893194988,6331566896
1588364179,315801893
315801893,1588364179
315801893,315801894
315801894,315801893
315801894,2510440129
2510440129,315801894
2510440129,17422537
17422537,2510440129
1601346853,3961760284
3961760284,1601346853
3961760284,2506553941
2506553941,3961760284
6154175046,1172772307
1172772307,6154175046
1172772307,5972974048
5972974048,1172772307
5972974048,1601398836
1601398836,5972974048
1601398836,1172772623
1172772623,1601398836
1172772623,6310356718
6310356718,1172772623
6310356718,5952589276
5952589276,6310356718
5952589276,5959691742
5959691742,5952589276
1444397159,3260590881
3260590881,1444397159
3260590881,1444397163
1444397163,3260590881
1444397163,2529642125
2529642125,1444397163
2529642125,1444397156
1444397156,2529642125
1444397156,4318836225
4318836225,1444397156
4318836225,1444397167
1444397167,4318836225
1444397167,3102755002
3102755002,1444397167
3102755002,1444397164
1444397164,3102755002
1444397164,1444397166
1444397166,1444397164
1601407214,3260590883
3260590883,1601407214
3260590883,4318836230
4318836230,3260590883
4318836230,1444397159
1444397159,4318836230
895541445,1870016192
1870016192,895541445
1870016192,1870016195
1870016195,1870016192
1870016195,1870016196
1870016196,1870016195
1870016196,1870016200
1870016200,1870016196
1870016200,1870016201
1870016201,1870016200
1870016201,1870016202
1870016202,1870016201
1870016202,1870016206
1870016206,1870016202
1870016206,1977922553
1977922553,1870016206
1977922553,1598917536
1598917536,1977922553
318189819,1612354530
1612354530,318189819
1612354530,1612354640
1612354640,1612354530
315788024,766773072
766773072,315788024
766773072,26362453
26362453,766773072
26362453,315788650
315788650,26362453
315788650,995023903
995023903,315788650
995023903,995023916
995023916,995023903
995023916,315788548
315788548,995023916
315788548,17421303
17421303,315788548
17421303,1163584536
1163584536,17421303
1163584536,6658507943
6658507943,1163584536
1629592263,1629591415
1629591415,1629592263
1629591415,4975381448
4975381448,1629591415
4975381448,1629591420
1629591420,4975381448
1629591420,1629591418
1629591418,1629591420
1629591418,1629591417
1629591417,1629591418
1629591417,469983454
469983454,1629591417
408770061,1485630114
1485630114,408770061
1485630114,1388233293
1388233293,1485630114
1388233293,2507623892
2507623892,1388233293
117345443,81521353
81521353,117345443
81521353,3335138007
3335138007,81521353
3335138007,81521354
81521354,3335138007
305433152,2818569792
2818569792,305433152
2818569792,2818569796
2818569796,2818569792
2187472508,7924237892
7924237892,2187472508
7924237892,3340512435
3340512435,7924237892
81521337,1166233937
1166233937,81521337
1166233937,81521339
81521339,1166233937
81521339,1495582765
1495582765,81521339
1495582765,1166233878
1166233878,1495582765
1166233878,1495582751
1495582751,1166233878
1495582751,1634505503
1634505503,1495582751
187061486,6545674379
6545674379,187061486
6545674379,323742168
323742168,6545674379
323742168,187061488
187061488,323742168
187061488,6807336917
6807336917,187061488
6807336917,323742954
323742954,6807336917
323742954,3259587356
3259587356,323742954
3259587356,6807336916
6807336916,3259587356
6807336916,187061490
187061490,6807336916
187061490,1125398095
1125398095,187061490
1125398095,1125398105
1125398105,1125398095
1125398105,1125398094
1125398094,1125398105
1125398094,323745486
323745486,1125398094
323745486,1043473272
1043473272,323745486
1043473272,323757710
323757710,1043473272
187061481,1978143029
1978143029,187061481
1978143029,1634275990
1634275990,1978143029
1634275990,187061483
187061483,1634275990
187061483,1164779233
1164779233,187061483
187061486,6537037097
6537037097,187061486
6537037097,187062989
187062989,6537037097
187061677,1512537478
1512537478,187061677
1512537478,1512537480
1512537480,1512537478
187062915,1634275998
1634275998,187062915
1634275998,1512537466
1512537466,1634275998
1512537466,187062917
187062917,1512537466
187062917,6540912537
6540912537,187062917
6540912537,187061481
187061481,6540912537
187061481,187061677
187061677,187061481
187062915,1512537490
1512537490,187062915
1512537490,993824737
993824737,1512537490
993824737,6767730234
6767730234,993824737
6767730234,323744227
323744227,6767730234
323744227,6766100369
6766100369,323744227
6766100369,1512537503
1512537503,6766100369
1512537503,6545684909
6545684909,1512537503
6545684909,256315707
256315707,6545684909
256315707,6545702300
6545702300,256315707
6545702300,6766100345
6766100345,6545702300
6766100345,323744748
323744748,6766100345
323744748,2722116355
2722116355,323744748
2722116355,1512537486
1512537486,2722116355
113543202,5625003087
5625003087,113543202
5625003087,113543537
113543537,5625003087
187061490,6545674382
6545674382,187061490
6545674382,9796906711
9796906711,6545674382
9796906711,323743248
323743248,9796906711
323743248,6545751643
6545751643,323743248
6545751643,323743793
323743793,6545751643
323743793,1515019660
1515019660,323743793
1515019660,6545684917
6545684917,1515019660
6545684917,6545702292
6545702292,6545684917
6545702292,323744745
323744745,6545702292
323744745,1515019645
1515019645,323744745
1515019645,323744746
323744746,1515019645
323744746,1515019658
1515019658,323744746
1515019658,1515019657
1515019657,1515019658
1515019657,323744747
323744747,1515019657
323744747,1978148026
1978148026,323744747
1978148026,323744748
323744748,1978148026
1686652236,1686652235
1686652235,1686652236
1686652235,1686652240
1686652240,1686652235
1686652240,1634276113
1634276113,1686652240
187064540,323753883
323753883,187064540
2465548788,5233828240
5233828240,2465548788
5233828240,1634275947
1634275947,5233828240
1634275947,1634275948
1634275948,1634275947
1634275948,4318836181
4318836181,1634275948
4318836181,1634275949
1634275949,4318836181
1634275949,1634275950
1634275950,1634275949
26343911,1974982924
1974982924,26343911
1974982924,1568140267
1568140267,1974982924
1407529979,26343911
26343911,1407529979
1634505504,798843186
798843186,1634505504
1634505502,1166233924
1166233924,1634505502
1166233924,1495582741
1495582741,1166233924
1495582741,806272348
806272348,1495582741
806272348,1495582743
1495582743,806272348
1495582743,1634505504
1634505504,1495582743
26362453,315802029
315802029,26362453
315802029,1635086074
1635086074,315802029
1635086074,1635086072
1635086072,1635086074
1635086072,318782745
318782745,1635086072
5093970692,5093970693
5093970693,5093970692
5093970693,5093970694
5093970694,5093970693
5093970694,5093970691
5093970691,5093970694
5093970691,5093970690
5093970690,5093970691
5093970690,5093970689
5093970689,5093970690
5093970689,5093970688
5093970688,5093970689
5093970688,5093970687
5093970687,5093970688
5093970687,5093970686
5093970686,5093970687
5093970686,5093970685
5093970685,5093970686
5093970685,5093970684
5093970684,5093970685
5093970684,5093970683
5093970683,5093970684
5093970683,5093970682
5093970682,5093970683
5093970682,5093970681
5093970681,5093970682
5093970681,5093970692
5093970692,5093970681
5093970692,3684753884
3684753884,5093970692
1025178926,1651562030
1651562030,1025178926
1651562030,3250129364
3250129364,1651562030
3250129364,1407529972
1407529972,3250129364
1407529972,1025178721
1025178721,1407529972
1025178721,1407530015
1407530015,1025178721
1407530015,1025178789
1025178789,1407530015
1025178789,3450326134
3450326134,1025178789
3450326134,3450326132
3450326132,3450326134
3450326132,1407529950
1407529950,3450326132
1407529950,1025178773
1025178773,1407529950
1025178773,1974987939
1974987939,1025178773
1974987939,26343911
26343911,1974987939
26343742,1651562059
1651562059,26343742
1651562059,1588366024
1588366024,1651562059
1588366024,1651562042
1651562042,1588366024
1651562042,1588366044
1588366044,1651562042
1588366044,310384698
310384698,1588366044
1486927061,6248096786
6248096786,1486927061
6248096786,408769207
408769207,6248096786
408769207,2818569789
2818569789,408769207
2818569789,408770061
408770061,2818569789
117331470,7925231432
7925231432,117331470
7925231432,318261272
318261272,7925231432
318261272,7925231433
7925231433,318261272
7925231433,1651566910
1651566910,7925231433
1651566910,7925231434
7925231434,1651566910
7925231434,117331472
117331472,7925231434
117331472,7925231435
7925231435,117331472
7925231435,1651566909
1651566909,7925231435
1651566909,7925231412
7925231412,1651566909
7925231412,117331473
117331473,7925231412
315798845,81521356
81521356,315798845
81521356,3035001639
3035001639,81521356
3035001639,3035001640
3035001640,3035001639
26343949,9253680593
9253680593,26343949
9253680593,1675500210
1675500210,9253680593
1675500210,5233681484
5233681484,1675500210
5233681484,1675500211
1675500211,5233681484
1675500211,1675500216
1675500216,1675500211
1675500216,1675500218
1675500218,1675500216
1675500218,1675500220
1675500220,1675500218
1675500220,1675500222
1675500222,1675500220
1675500222,26343946
26343946,1675500222
1321891688,1675500268
1675500268,1321891688
1675500268,5241519654
5241519654,1675500268
5241519654,1675757141
1675757141,5241519654
1675757141,1675500269
1675500269,1675757141
1675500269,1675500270
1675500270,1675500269
1675500270,1675500271
1675500271,1675500270
1675500271,1675500272
1675500272,1675500271
1675500272,1675500273
1675500273,1675500272
1675500273,1675500274
1675500274,1675500273
1675500274,1675500275
1675500275,1675500274
1135345881,5438131940
5438131940,1135345881
5438131940,411515097
411515097,5438131940
144294422,4953126803
4953126803,144294422
4953126803,5364577030
5364577030,4953126803
5364577030,4953126801
4953126801,5364577030
4953126801,251008892
251008892,4953126801
1675756975,1675756980
1675756980,1675756975
1675756980,1679567791
1679567791,1675756980
1679567791,1675756981
1675756981,1679567791
1675756981,1675756982
1675756982,1675756981
1675756982,144294422
144294422,1675756982
1675757036,3102730654
3102730654,1675757036
17423429,2410017678
2410017678,17423429
1675757040,1675757041
1675757041,1675757040
1675757041,5233236993
5233236993,1675757041
5233236993,5233236994
5233236994,5233236993
5233236994,1675757050
1675757050,5233236994
1675757050,1675757039
1675757039,1675757050
5233236994,1675757076
1675757076,5233236994
1675757076,1675757077
1675757077,1675757076
1675757077,1675757079
1675757079,1675757077
1675757079,1675757088
1675757088,1675757079
1675757088,1675757089
1675757089,1675757088
1675757089,1675757055
1675757055,1675757089
1675757109,1675757116
1675757116,1675757109
1675757116,1675757118
1675757118,1675757116
1675757118,1675757120
1675757120,1675757118
1675757120,1675757122
1675757122,1675757120
1675757122,1675757124
1675757124,1675757122
1675757124,1675757126
1675757126,1675757124
1675757126,1675757128
1675757128,1675757126
1675757120,1675757137
1675757137,1675757120
1675757137,1675757138
1675757138,1675757137
1675757138,1675757139
1675757139,1675757138
1675757139,1675757140
1675757140,1675757139
1675757140,1675757141
1675757141,1675757140
1675757126,1675757156
1675757156,1675757126
1675757156,1675757158
1675757158,1675757156
1675757158,1675757160
1675757160,1675757158
1675757160,1675757138
1675757138,1675757160
144293090,251008961
251008961,144293090
144294459,1675757219
1675757219,144294459
315738220,251008960
251008960,315738220
1682891183,5896227889
5896227889,1682891183
5896227889,5896227887
5896227887,5896227889
5294655045,1685484543
1685484543,5294655045
1685484543,1685484562
1685484562,1685484543
1685484562,1685484560
1685484560,1685484562
4787008333,26363741
26363741,4787008333
7590356768,312713835
312713835,7590356768
312713835,4787687914
4787687914,312713835
4787687914,1685985159
1685985159,4787687914
315738043,310383481
310383481,315738043
17423423,1070746389
1070746389,17423423
1070746389,5391391318
5391391318,1070746389
5391391318,26343868
26343868,5391391318
26343703,5714081513
5714081513,26343703
5714081513,894038789
894038789,5714081513
26343703,1398745769
1398745769,26343703
1398745769,1570682120
1570682120,1398745769
1570682120,1398745786
1398745786,1570682120
1398745786,1398745788
1398745788,1398745786
1398745788,1570682112
1570682112,1398745788
1570682112,17423166
17423166,1570682112
26343709,26347692
26347692,26343709
26347692,17422579
17422579,26347692
315801411,995023975
995023975,315801411
995023975,315801412
315801412,995023975
305443594,1165301443
1165301443,305443594
1165301443,5440545710
5440545710,1165301443
5440545710,305443593
305443593,5440545710
305443593,3606972355
3606972355,305443593
3606972355,305443592
305443592,3606972355
1634276113,1634276114
1634276114,1634276113
1634276114,310387696
310387696,1634276114
310387696,1634276117
1634276117,310387696
1634276117,7745499604
7745499604,1634276117
7745499604,310387553
310387553,7745499604
1686658077,6561942378
6561942378,1686658077
2411831796,2411831793
2411831793,2411831796
2411831793,2411831789
2411831789,2411831793
2411831789,2411831787
2411831787,2411831789
2411831787,2411831786
2411831786,2411831787
2411831786,2411831785
2411831785,2411831786
1686682253,1686682220
1686682220,1686682253
1686682220,1686682238
1686682238,1686682220
1686682238,1686682222
1686682222,1686682238
1686682222,1686682185
1686682185,1686682222
7606351659,1588161109
1588161109,7606351659
1588161109,3514695244
3514695244,1588161109
3514695244,5574156261
5574156261,3514695244
5574156261,1588161105
1588161105,5574156261
1588161105,1687009750
1687009750,1588161105
1687009750,26343982
26343982,1687009750
26343783,2350604021
2350604021,26343783
2350604021,312711635
312711635,2350604021
17421767,995023903
995023903,17421767
470512867,470512868
470512868,470512867
470512868,1164691757
1164691757,470512868
1164691757,1164691751
1164691751,1164691757
1164691751,470512873
470512873,1164691751
470512873,7538594603
7538594603,470512873
7538594603,1396130086
1396130086,7538594603
1396130086,1396130110
1396130110,1396130086
1396130110,470512872
470512872,1396130110
470512872,26343889
26343889,470512872
315795751,7310316796
7310316796,315795751
7310316796,7310316790
7310316790,7310316796
7310316790,26362456
26362456,7310316790
26343889,26343890
26343890,26343889
1726452185,2640678519
2640678519,1726452185
2640678519,2640678558
2640678558,2640678519
2640678558,4970388056
4970388056,2640678558
4970388056,2640688566
2640688566,4970388056
2640688566,1163822339
1163822339,2640688566
1163822339,1163822348
1163822348,1163822339
1163822348,1163822327
1163822327,1163822348
1163822327,5061727861
5061727861,1163822327
5061727861,1726452181
1726452181,5061727861
1726452181,4970515284
4970515284,1726452181
4970515284,1726452188
1726452188,4970515284
1726452188,1726452192
1726452192,1726452188
1726452192,312714247
312714247,1726452192
312714247,312714374
312714374,312714247
312714374,1726452185
1726452185,312714374
17421926,3281952464
3281952464,17421926
3281952464,5437890372
5437890372,3281952464
5437890372,1163584550
1163584550,5437890372
1163584550,17421305
17421305,1163584550
17421305,7490635775
7490635775,17421305
7490635775,1726950663
1726950663,7490635775
1726950663,1164685079
1164685079,1726950663
1728433561,1728433555
1728433555,1728433561
1728433555,7618650551
7618650551,1728433555
7618650551,1728433559
1728433559,7618650551
1728433556,1728433560
1728433560,1728433556
1728433560,1728433558
1728433558,1728433560
1728433558,1728433554
1728433554,1728433558
1728433554,6657744089
6657744089,1728433554
6657744089,1728433553
1728433553,6657744089
1728433553,1728433557
1728433557,1728433553
1728433557,1728433551
1728433551,1728433557
1728433551,1728433552
1728433552,1728433551
1728433552,1728433561
1728433561,1728433552
1728634983,7606329637
7606329637,1728634983
1728643021,5635037882
5635037882,1728643021
5635037882,5635037874
5635037874,5635037882
5635037874,1728643014
1728643014,5635037874
1728643014,1728643018
1728643018,1728643014
1728643018,1728643022
1728643022,1728643018
1728795598,1728795603
1728795603,1728795598
1728795603,1728795600
1728795600,1728795603
1728795600,1728795602
1728795602,1728795600
1728795602,5357112134
5357112134,1728795602
1728835362,1728835472
1728835472,1728835362
1728835472,1728835468
1728835468,1728835472
1728835468,1728835450
1728835450,1728835468
305443509,305443594
305443594,305443509
1679583573,1731869087
1731869087,1679583573
1731869087,310383743
310383743,1731869087
1732627269,1732627274
1732627274,1732627269
1732627274,1732627277
1732627277,1732627274
1732627277,1732627281
1732627281,1732627277
802395326,2410018037
2410018037,802395326
2410018037,5640662379
5640662379,2410018037
5640662379,802395286
802395286,5640662379
1736925310,5373795813
5373795813,1736925310
5373795813,5373795780
5373795780,5373795813
1743361461,1743361457
1743361457,1743361461
1743950357,5244270896
5244270896,1743950357
5244270896,1743950384
1743950384,5244270896
1743950384,1743950356
1743950356,1743950384
1743950356,1973531848
1973531848,1743950356
1973531848,1743950373
1743950373,1973531848
1388233249,1958916066
1958916066,1388233249
1958916066,1958916062
1958916062,1958916066
1958916062,6537186268
6537186268,1958916062
6537186268,6537186265
6537186265,6537186268
6537186265,5356522013
5356522013,6537186265
5356522013,6537186276
6537186276,5356522013
6537186276,4996107953
4996107953,6537186276
1388233289,798843187
798843187,1388233289
798843187,798843188
798843188,798843187
2542517032,7609298272
7609298272,2542517032
1752861657,1752861675
1752861675,1752861657
1752861778,3450444054
3450444054,1752861778
3450444054,1752861786
1752861786,3450444054
1752861786,1752861788
1752861788,1752861786
1752861788,1752861790
1752861790,1752861788
1752861790,1752861794
1752861794,1752861790
1752861788,1752861827
1752861827,1752861788
1752861827,1752861832
1752861832,1752861827
1752861832,1752861836
1752861836,1752861832
1752861836,1752861838
1752861838,1752861836
1752861838,1752861841
1752861841,1752861838
1752861841,1752861843
1752861843,1752861841
1752861843,1752861844
1752861844,1752861843
1752861844,1752861847
1752861847,1752861844
1752861847,1752861848
1752861848,1752861847
1752861848,1752861849
1752861849,1752861848
1752861849,1752861850
1752861850,1752861849
1752861850,1752861851
1752861851,1752861850
1752861851,1752861852
1752861852,1752861851
1752861852,1752861854
1752861854,1752861852
1752861854,1752861855
1752861855,1752861854
1752861855,1752861856
1752861856,1752861855
1752861856,1752861857
1752861857,1752861856
1752861857,1752861874
1752861874,1752861857
1752861874,1752861877
1752861877,1752861874
1752861786,1752861895
1752861895,1752861786
1752861790,1752861903
1752861903,1752861790
1752861903,1752861906
1752861906,1752861903
1752861906,1752861908
1752861908,1752861906
1752861908,1752861912
1752861912,1752861908
1752861912,1752861916
1752861916,1752861912
1752861925,1752861951
1752861951,1752861925
875668703,360912913
360912913,875668703
360912913,1974971712
1974971712,360912913
1974971712,3250051164
3250051164,1974971712
3250051164,360912916
360912916,3250051164
415351360,26343869
26343869,415351360
1770864368,2541338051
2541338051,1770864368
318261294,117347144
117347144,318261294
117347144,81521354
81521354,117347144
1789677093,26343722
26343722,1789677093
1164656346,1789677093
1789677093,1164656346
1789677146,3102881925
3102881925,1789677146
3102881925,310387410
310387410,3102881925
1789677145,1789677146
1789677146,1789677145
1789677142,1789677144
1789677144,1789677142
1789677144,5521195505
5521195505,1789677144
5521195505,5521195504
5521195504,5521195505
1789677067,1789677073
1789677073,1789677067
1789677073,1789677089
1789677089,1789677073
1789677136,1789677139
1789677139,1789677136
1789677139,1789677141
1789677141,1789677139
1789677141,1789677142
1789677142,1789677141
1789677142,1789677143
1789677143,1789677142
1789677115,1789677124
1789677124,1789677115
1789677124,5521197035
5521197035,1789677124
5521197035,1789677131
1789677131,5521197035
1789677131,1789677132
1789677132,1789677131
1789677132,1789677133
1789677133,1789677132
1789677133,1789677134
1789677134,1789677133
1789677134,1789677138
1789677138,1789677134
1789677138,5521197039
5521197039,1789677138
5521197039,1789677139
1789677139,5521197039
1789691262,1789691237
1789691237,1789691262
1407530016,1137855026
1137855026,1407530016
367939957,1789717059
1789717059,367939957
1789725655,5318466005
5318466005,1789725655
5318466005,2943357446
2943357446,5318466005
1789725615,1789725617
1789725617,1789725615
1789725617,3736654885
3736654885,1789725617
3736654885,1789725618
1789725618,3736654885
1789725618,1789725619
1789725619,1789725618
1789725619,1789725621
1789725621,1789725619
1789725621,1789725627
1789725627,1789725621
1789725627,1789725630
1789725630,1789725627
1789725630,1789725631
1789725631,1789725630
1789725631,1789725632
1789725632,1789725631
1789725632,1789725635
1789725635,1789725632
1793432822,1869042492
1869042492,1793432822
1869042492,2960249192
2960249192,1869042492
2960249192,389784625
389784625,2960249192
1793432829,1869042415
1869042415,1793432829
1869042415,4917095786
4917095786,1869042415
4917095786,131918894
131918894,4917095786
315740789,1736925292
1736925292,315740789
1736925292,7552176258
7552176258,1736925292
1798996881,9212148518
9212148518,1798996881
1311024431,1271366328
1271366328,1311024431
1271366328,26343909
26343909,1271366328
932489684,8931254485
8931254485,932489684
8931254485,8931254484
8931254484,8931254485
8931254484,932489824
932489824,8931254484
932489824,8931254491
8931254491,932489824
8931254491,8931254487
8931254487,8931254491
8931254487,1870007668
1870007668,8931254487
1870007668,932489825
932489825,1870007668
932489825,1870007653
1870007653,932489825
1870007653,8931254483
8931254483,1870007653
8931254483,1870007646
1870007646,8931254483
1870007646,8931254482
8931254482,1870007646
8931254482,932489827
932489827,8931254482
932489827,1378042146
1378042146,932489827
1378042146,1378042100
1378042100,1378042146
1378042100,1378042147
1378042147,1378042100
1378042147,3441432641
3441432641,1378042147
3441432641,1486930811
1486930811,3441432641
1486930811,1974940657
1974940657,1486930811
1974940657,1486930761
1486930761,1974940657
323738841,323738842
323738842,323738841
323738842,1978139972
1978139972,323738842
1978139972,187061677
187061677,1978139972
1810210445,315741632
315741632,1810210445
1810210446,1810210445
1810210445,1810210446
5093506310,1822966744
1822966744,5093506310
1822967423,1822967416
1822967416,1822967423
1822969804,5364544533
5364544533,1822969804
5364544533,1822969800
1822969800,5364544533
1822967416,2082136490
2082136490,1822967416
2082136490,5364544546
5364544546,2082136490
5364544546,2082136493
2082136493,5364544546
2082136493,5364544547
5364544547,2082136493
5364544547,1822967422
1822967422,5364544547
1822967422,5364544586
5364544586,1822967422
5364544586,2593233848
2593233848,5364544586
1770864368,324418782
324418782,1770864368
1822987398,1822987410
1822987410,1822987398
1822991638,1822991637
1822991637,1822991638
1822991637,1822991663
1822991663,1822991637
1822991663,1822991679
1822991679,1822991663
1822991679,1822991667
1822991667,1822991679
1822991639,1822991630
1822991630,1822991639
1822991630,1822991645
1822991645,1822991630
1822991645,1822991619
1822991619,1822991645
1822991619,1822991640
1822991640,1822991619
1822991640,1822991667
1822991667,1822991640
1822991667,1822991643
1822991643,1822991667
1822991643,1822991648
1822991648,1822991643
1822991648,1822991668
1822991668,1822991648
1759680029,1822991635
1822991635,1759680029
1822991635,1822991668
1822991668,1822991635
1822991635,1905525810
1905525810,1822991635
1826530931,1826530922
1826530922,1826530931
1826530922,1826530920
1826530920,1826530922
1826530922,1826530929
1826530929,1826530922
1826530929,1826530930
1826530930,1826530929
1826530930,1826530927
